Date,Code,Gross_num,PctGrossVsIssuedPct_num
2025-12-23,HACK,6313,0.0068019821879004
2025-12-23,ARMR,6244,0.07342273409611134
2025-12-23,VAE,6184,0.08380091915406604
2025-12-23,EBO,6179,0.0030138576433046756
2025-12-23,GHY,6065,0.0033609620298016194
2025-12-23,FCL,6041,0.0017551212475440177
2025-12-23,ENR,5999,0.0010731840462946303
2025-12-23,ASH,5909,0.004104158984825683
2025-12-23,LYL,5785,0.01455703850300197
2025-12-23,HRZ,5694,0.002771407194365732
2025-12-23,ERD,5649,0.0030109536671528822
2025-12-23,BFG,5427,0.001692003865962266
2025-12-23,DAI,5419,0.0016990122032719394
2025-12-23,JIN,5413,0.008542253746061537
2025-12-23,FTI,5400,0.003648454836811304
2025-12-23,OML,5346,0.00099223936296852
2025-12-23,BBN,5312,0.003923169510922711
2025-12-23,LSF,5226,0.0008256146512684995
2025-12-23,MND,5178,0.005176653914682566
2025-12-23,BWN,5082,0.0018466553797093738
2025-12-23,SKS,5075,0.00442426541589298
2025-12-23,HAS,4980,0.0022445881053948778
2025-12-23,GML,4970,0.00021396453448466597
2025-12-23,PYC,4900,0.0008401049694357211
2025-12-23,XGOV,4811,0.06717781007041591
2025-12-23,CEH,4802,0.001235839211543436
2025-12-23,MBK,4784,0.0005686642951051598
2025-12-23,ICOR,4780,0.08949350048772085
2025-12-23,OFX,4766,0.0020568842340065144
2025-12-23,VTS,4649,0.03707590496031586
2025-12-23,STP,4554,0.0024571020016365464
2025-12-23,MAD,4524,0.0022235139966962237
2025-12-23,AT4,4518,0.00035603606635580497
2025-12-23,A1N,4496,0.0014361905903239412
2025-12-23,CGS,4478,0.002609185087811518
2025-12-23,IJP,4474,0.04736768439782164
2025-12-23,MLG,4376,0.0028244069005294945
2025-12-23,QMIX,4371,0.04109362634188882
2025-12-23,AQD,4368,0.0002729685857515195
2025-12-23,PFP,4351,0.003153501966470483
2025-12-23,SKM,4337,0.004917984863129771
2025-12-23,SEMI,4335,0.021433971772324447
2025-12-23,BNZ,4208,0.002015382473782846
2025-12-23,FWD,4176,0.004510639909340458
2025-12-23,STG,4128,0.006415985352902275
2025-12-23,HCH,4059,0.0022859644810792486
2025-12-23,COG,4022,0.0018984409429007683
2025-12-23,PPM,4009,0.0009018819784285083
2025-12-23,LEVR,3980,0.00524435485060065
2025-12-23,HAW,3898,0.001163527862207425
2025-12-23,BTL,3870,0.00031107407602310247
2025-12-23,HLO,3686,0.0022519527503411744
2025-12-23,DJW,3631,0.0013813407277125124
2025-12-23,AOF,3600,0.0021900016605687594
2025-12-23,ACE,3588,0.0022122440915895935
2025-12-23,ADV,3583,0.001667237496585432
2025-12-23,BBT,3555,0.0003409558520167701
2025-12-23,EGL,3524,0.0009261551699662282
2025-12-23,IAA,3511,0.042337717274729215
2025-12-23,KGL,3450,0.0004475349719263777
2025-12-23,GNP,3446,0.0018990056027443508
2025-12-23,IMB,3355,0.0008891713011198064
2025-12-23,CMP,3342,0.0016729929193553235
2025-12-23,BWF,3328,0.0019428985615580028
2025-12-23,G50,3312,0.001621523563271005
2025-12-23,GXLD,3260,0.044454420173906786
2025-12-23,BCI,3239,0.00011217265278371671
2025-12-23,CUV,3227,0.006428192094379484
2025-12-23,CVL,3223,0.0006324258032867304
2025-12-23,HQUS,3210,0.06405464719458603
2025-12-23,VSL,3205,0.0021872660034848845
2025-12-23,M7T,3205,0.0013640152526781652
2025-12-23,PNC,3179,0.0019779575760640726
2025-12-23,SVR,3168,0.0016773785838539636
2025-12-23,IRI,3108,0.0017210083449911624
2025-12-23,RIV,3099,0.0019513258607522534
2025-12-23,TEA,3067,0.0011785294015015386
2025-12-23,BIS,3045,0.006338334289495519
2025-12-23,SRV,3033,0.0030416721723640705
2025-12-23,BGBL,3030,0.007470638725557358
2025-12-23,FML,3003,0.001047953028951543
2025-12-23,MYG,2994,0.002638011831456631
2025-12-23,MVP,2991,0.0026549303183313823
2025-12-23,OCL,2937,0.003063216273206601
2025-12-23,SFM,2904,0.002574039329565929
2025-12-23,ACDC,2869,0.05923522350612235
2025-12-23,DAVA,2842,0.0065614569445021954
2025-12-23,MAU,2822,0.0009551385567584284
2025-12-23,JEPI,2810,0.08638158897856998
2025-12-23,MPW,2807,0.0025814935532141696
2025-12-23,SDV,2771,0.0014577414305596821
2025-12-23,BET,2700,0.00024101068634688522
2025-12-23,AEF,2623,0.002304311850648896
2025-12-23,IHHY,2598,0.06955292568036978
2025-12-23,VEE,2586,0.0017621881203007807
2025-12-23,DXC,2555,0.0018547210705307739
2025-12-23,ATOM,2540,0.06275891139479457
2025-12-23,SGI,2520,0.0016849752939494564
2025-12-23,SLS,2514,0.0022172578029725134
2025-12-23,IIQ,2500,0.0017758777243686893
2025-12-23,BGD,2470,0.0010353655685726158
2025-12-23,FUEL,2464,0.01296456034303048
2025-12-23,IPG,2440,0.0023495269535613685
2025-12-23,CMA,2399,0.0017525879803366787
2025-12-23,TRP,2295,0.00379559407770231
2025-12-23,EQT,2201,0.008215397648388148
2025-12-23,EOL,2142,0.006803654966645891
2025-12-23,RCE,2126,0.0007351735397888749
2025-12-23,UTIP,2095,0.028852735363262137
2025-12-23,TNC,1997,0.0013793076011217576
2025-12-23,GRNV,1963,0.026367698427676545
2025-12-23,ESTX,1931,0.05042248085394949
2025-12-23,VSO,1912,0.012639406138295861
2025-12-23,AMA,1907,0.0003984755441495942
2025-12-23,SSG,1905,0.0014540597937170786
2025-12-23,BLX,1903,0.000829764625992468
2025-12-23,GNG,1898,0.0011178520495248978
2025-12-23,CLE,1655,0.0001496424294600145
2025-12-23,VETH,1548,0.018054545721737463
2025-12-23,QFN,1518,0.021057529086232245
2025-12-23,B4P,1513,0.0030383429034440933
2025-12-23,MYS,1507,0.0008881032092614255
2025-12-23,EMD,1500,0.0001865090155859442
2025-12-23,CWP,1497,0.0017596083076644447
2025-12-23,ABY,1485,0.0015804946230827907
2025-12-23,DUR,1471,0.0005704873033900927
2025-12-23,MVE,1431,0.013603149086236267
2025-12-23,DSK,1418,0.002277258100948218
2025-12-23,SFY,1411,0.01467958095258308
2025-12-23,CCX,1403,0.0003642662891673595
2025-12-23,LGI,1382,0.0013360366775517242
2025-12-23,EME,1350,0.0006438280600985548
2025-12-23,ASG,1328,0.0006552093703781344
2025-12-23,ISEC,1311,0.027008674914441626
2025-12-23,ATX,1292,0.0002518166912713858
2025-12-23,IAF,1271,0.0037176082540614063
2025-12-23,VAP,1268,0.003913640763395755
2025-12-23,SYI,1195,0.006444747320603043
2025-12-23,VEFI,1182,0.06476350362883829
2025-12-23,MEZ,1091,8.344678073597857e-05
2025-12-23,CRD,1056,0.0005468276420917388
2025-12-23,IXJ,887,0.00892253589132814
2025-12-23,OZR,865,0.006458954167634576
2025-12-23,TBR,759,0.0014465938974664537
2025-12-23,VTM,735,0.0005604667994528166
2025-12-23,ILB,731,0.008744742985902661
2025-12-23,RXR,682,0.0008373179189570545
2025-12-23,DUI,667,0.0003111130587420869
2025-12-23,GOW,638,0.0011837509073413597
2025-12-23,CCV,630,8.879359816761584e-05
2025-12-23,VGL,613,0.00025666321466506114
2025-12-23,DGCE,576,0.00034859352739526934
2025-12-23,CYC,555,0.0004993843176228226
2025-12-23,MXI,552,0.0009937966564575664
2025-12-23,MTO,546,0.0007392063885627822
2025-12-23,G200,518,0.0713685399760268
2025-12-23,PNN,505,0.00018363270901157664
2025-12-23,GDF,500,0.00022980790329786384
2025-12-23,PPK,473,0.0005208534182156293
2025-12-23,IHOO,434,0.015732036298230112
2025-12-23,VBLD,423,0.0056555822602434224
2025-12-23,MRD,371,2.914680190671716e-05
2025-12-23,HETH,366,0.000825968205685401
2025-12-23,FID,365,0.0011562479696364848
2025-12-23,RHI,347,0.0005411084536500456
2025-12-23,IOZ,345,0.00015622697562493745
2025-12-23,KSL,336,0.0001146891728512405
2025-12-23,LTP,328,0.00018057191827995425
2025-12-23,CLX,325,0.0004026312659382361
2025-12-23,OOO,322,0.001908642755245552
2025-12-23,RDY,322,0.000260593474770145
2025-12-23,AQZ,310,0.0001925142067877193
2025-12-23,RFG,282,0.0004469421785198004
2025-12-23,LFG,280,9.222661396574441e-05
2025-12-23,DUG,279,0.00020603789395774602
2025-12-23,QAL,261,8.65888424066049e-05
2025-12-23,EZZ,245,0.0005193626889844233
2025-12-23,IFN,245,0.00018129471837722845
2025-12-23,RTH,239,0.0004991030866936423
2025-12-23,TCAP,231,0.0924
2025-12-23,GNE,224,2.018833122800733e-05
2025-12-23,QLTY,195,0.0007155298975911594
2025-12-23,PWR,188,0.00010913984173840539
2025-12-23,EHL,175,3.375935992963484e-05
2025-12-23,SMN,170,0.00011010002729962558
2025-12-23,QAU,168,0.00040915207931939115
2025-12-23,KSC,158,0.00011545714540596895
2025-12-23,SKT,158,0.00011476302053655199
2025-12-23,RMC,148,3.741824126923969e-05
2025-12-23,JYC,118,0.000399062959588213
2025-12-23,PAC,104,0.0003471056511837187
2025-12-23,IVE,93,0.0020520859122316235
2025-12-23,TRE,89,1.4018480730108182e-05
2025-12-23,FDV,79,1.813029526255293e-05
2025-12-23,HNDQ,78,0.0005604362205618301
2025-12-23,DPM,75,0.00031732144819247144
2025-12-23,TLG,68,1.3827731341137916e-05
2025-12-23,QETH,52,0.0057776493855692095
2025-12-23,PLT,45,2.4906852798418856e-05
2025-12-23,3DP,38,4.720046601964111e-06
2025-12-23,PPE,34,3.111472273730053e-05
2025-12-23,RAC,33,1.8253601904441432e-05
2025-12-23,GDI,28,5.186890279310985e-06
2025-12-23,VVA,21,2.1309765355230898e-05
2025-12-23,LRK,20,1.8749882520267334e-05
2025-12-23,BOT,19,9.618986979555452e-07
2025-12-23,WTM,16,5.173620512212811e-06
2025-12-23,DZZF,6,0.0001700118866644093
2025-12-23,MVOL,4,0.00048803342052863787
2025-12-23,SHA,2,2.3955176989231908e-06
2025-12-23,JEME,1,0.0009090909090909091
2025-12-23,MFF,1,1.6972568386759362e-07
2025-12-23,ARG,1,1.3140663626693278e-07
